"Gene_name","logFC","logCPM","F","PValue","FDR"
"A1BG",1.95022701406605,6.1136518738529,11.9627562579022,0.0149414371796256,0.202522938130718
"A1BG-AS1",1.71465138170485,2.03265905325224,18.0345889627937,0.00623548009599581,0.170922523067015
"AAAS",0.66038094895478,5.01527965658416,3.81414417363405,0.101829783351369,0.377118205089082
"AACS",0.343999081657655,3.46009494518753,0.740724583074789,0.424569059360025,0.693159048437568
"AADAT",-1.30073560625273,3.18342580878918,9.1487854268082,0.0251905681666944,0.230830063180558
"AAED1",1.11153890147804,3.15341436237967,5.14578779685396,0.0666934057207785,0.324281397616989
"AAGAB",-0.55442426041304,4.02379107291076,2.73361958993728,0.152604115709522,0.446259453678481
"AAK1",0.464698539334945,5.8197520459374,0.662131556220702,0.448854992194648,0.710202548288248
"AAMDC",1.04734117621542,5.9757560031889,6.49754798386041,0.0460907575337126,0.280597469655655
"AAMP",0.507435355404055,5.49047269583424,1.48314814752562,0.271863997426382,0.571763263751768
"AAR2",0.663078658504848,4.16604100521015,4.29392822236373,0.086722876803954,0.355791160366993
"AARD",2.31186028208025,1.65488771310305,27.5325650433541,0.00234051598304663,0.16240091945653
"AARS",0.356606123829078,4.1079697454644,1.27049438699403,0.305424096735312,0.600346229261113
"AARS2",-0.207557931196185,1.86394082854419,0.254640293776083,0.632966231295157,0.822794850287697
"AARSD1",0.112355291281718,3.8266626641346,0.118559600321061,0.743100208741272,0.882037794202661
"AASDH",-0.297377725229871,4.21462139318706,0.885061409236547,0.385421782394318,0.661255011747872
"AASDHPPT",-0.552226673462376,5.73875939852337,2.55387094901051,0.16438837591493,0.459562153192169
"AASS",-1.50227911820824,3.44715768219386,9.83482617214338,0.0219706392947625,0.221023659316715
"AATF",0.336752565967545,4.48832721346463,1.17418415977874,0.322766880489851,0.61701501222036
"ABAT",-1.91883698010231,4.21360712664546,5.36940148537171,0.0625097912328568,0.317342069572541
"ABCA1",1.38170964479176,3.63482722537787,4.99065273436328,0.0698259375221353,0.329985147288908
"ABCA2",0.107438139791312,2.57428263955045,0.0170876197830235,0.90054330427937,0.95968622010685
"ABCA3",-1.38817075678549,1.98964619806808,1.59737614187648,0.256097504656735,0.559040605186384
"ABCA5",0.486530013169949,3.08935383784442,0.799092113253342,0.407962750611053,0.6797742743836
"ABCA7",1.19101232150871,1.667514683597,9.57823716784662,0.023105359409604,0.224776728307951
"ABCB10",0.752834065069459,3.23369461125602,4.54453759533645,0.0800514228208892,0.345095902668149
"ABCB7",0.530663029639572,4.16245682916329,2.17039345867655,0.194299774471898,0.49345094547968
"ABCB8",0.672398861472889,3.02157033366781,3.63046052972871,0.108589507401043,0.385400976289725
"ABCB9",0.570659234683185,1.13823809151118,1.7390200304407,0.238377806205546,0.543136102027037
"ABCC1",-0.898663973144275,2.05686374093146,2.13723687153825,0.197246402864891,0.497197520057106
"ABCC10",0.0568603313972943,2.27608826840289,0.0136760455492802,0.910964510928798,0.96349023761788
"ABCC4",0.56419553672897,2.83428060913568,0.860550277110262,0.391632506277363,0.666829388335632
"ABCC5",-0.290469005088415,4.36050827960771,0.884987552098873,0.385440250789323,0.661255011747872
"ABCC6",0.272685620915835,1.71893427920535,0.146720497390034,0.715736046285556,0.869151415645262
"ABCD1",0.367174293470587,1.63415024711925,0.777223255171385,0.414052780891821,0.683970217394607
"ABCD3",-0.48200072765725,4.22809674762771,1.78109653651415,0.233464417196752,0.537375906013172
