"","Astrocytes","Neurons","Proliferating","Progs.","RG","Mural","Myeloid","Endothelial","SYMBOL"
"RIPK1","0.02797203","0.02010969","0.03054696","0.01484365","0.05192244","0.04287416","0.01648352","0.02535658","RIPK1"
"DTNBP1","0.14860140","0.09177331","0.18452012","0.08492517","0.16956950","0.20404923","0.11813187","0.14104596","DTNBP1"
"PPP1R18","0.63636364","0.35393053","0.21651187","0.10378392","0.25106802","0.20206431","0.09615385","0.59429477","PPP1R18"
"IER3","0.08391608","0.11553931","0.09989680","0.10536562","0.17515610","0.16633585","0.20054945","0.07765452","IER3"
"NFKBIE","0.04720280","0.04241316","0.05180599","0.04051588","0.04074926","0.03572846","0.17445055","0.06973059","NFKBIE"
"CEP85L","0.15734266","0.15319927","0.09845201","0.04915440","0.13391390","0.11591902","0.04670330","0.09191759","CEP85L"
"INHBA","0.022727273","0.016819013","0.017543860","0.005596788","0.062109760","0.023421993","0.001373626","0.000000000","INHBA"
"ZNF138","0.07692308","0.07495430","0.12033024","0.06338971","0.08149852","0.06351727","0.10576923","0.04912837","ZNF138"
"MTERF1","0.05419580","0.05301645","0.07058824","0.04039421","0.06276701","0.06113537","0.03571429","0.04278922","MTERF1"
"SERPINE1","0.001748252","0.002559415","0.007430341","0.002433386","0.038941834","0.079396586","0.028846154","0.007923930","SERPINE1"
"TMEM168","0.09440559","0.06106033","0.09411765","0.05803626","0.12520539","0.09051211","0.03708791","0.04595880","TMEM168"
"GPR85","0.026223776","0.040585009","0.022084623","0.014113639","0.058330595","0.036522430","0.004120879","0.011093502","GPR85"
"ZNF282","0.06993007","0.05191956","0.07533540","0.03443241","0.09004272","0.05795951","0.04670330","0.06814580","ZNF282"
"ARSE","0.019230769","0.007678245","0.012796698","0.013991970","0.056358856","0.033743549","0.016483516","0.001584786","ARSE"
"SMC1A","0.3006993","0.2508227","0.5797730","0.2232632","0.3276372","0.1905518","0.1703297","0.1220285","SMC1A"
"CSTF2","0.05069930","0.03765996","0.08359133","0.03467575","0.04403549","0.04763795","0.03846154","0.03169572","CSTF2"
"FHL1","0.22902098","0.54149909","0.55748194","0.28312447","0.37561617","0.55260024","0.06318681","0.05705230","FHL1"
"MAMLD1","0.022727273","0.009140768","0.011971104","0.006448473","0.011337496","0.005557761","0.001373626","0.012678288","MAMLD1"
"AC107959.1","0.0000000000","0.0036563071","0.0008255934","0.0008516851","0.0014788038","0.0019849146","0.0000000000","0.0000000000","AC107959.1"
"KCTD9","0.06468531","0.03912249","0.12899897","0.03394574","0.06802498","0.05518063","0.06043956","0.02218700","KCTD9"
"TRIM35","0.01223776","0.02193784","0.01940144","0.01253194","0.02283930","0.02024613","0.01785714","0.01109350","TRIM35"
"AZIN1-AS1","0.03321678","0.03363803","0.04396285","0.02482054","0.05077226","0.04128622","0.02335165","0.02535658","AZIN1-AS1"
"AQP3","0.006993007","0.005850091","0.015479876","0.010706899","0.025139665","0.049225883","0.023351648","0.009508716","AQP3"
"PHF2","0.07167832","0.07349177","0.07368421","0.03637912","0.09382189","0.04843192","0.01648352","0.04120444","PHF2"
"PALM2","0.022727273","0.013893967","0.017131063","0.007543497","0.027440026","0.012306471","0.000000000","0.000000000","PALM2"
"TRIM32","0.07167832","0.05850091","0.08978328","0.04732936","0.09234308","0.07939659","0.03434066","0.03961965","TRIM32"
"TTLL11","0.02097902","0.02815356","0.02579979","0.01009855","0.03121919","0.03414053","0.01510989","0.01901743","TTLL11"
"KYAT1","0.03671329","0.05996344","0.08008256","0.05037109","0.05504436","0.03414053","0.07554945","0.01267829","KYAT1"
"EXOSC2","0.12587413","0.08190128","0.20681115","0.08395182","0.11929017","0.11591902","0.07280220","0.05705230","EXOSC2"
"SETX","0.16608392","0.13199269","0.14447884","0.08249179","0.18665790","0.10242160","0.05906593","0.17432647","SETX"
"STKLD1","0.013986014","0.010237660","0.018163055","0.009733544","0.023825173","0.012703454","0.002747253","0.014263074","STKLD1"
"ANAPC2","0.06293706","0.05557587","0.08214654","0.04477430","0.08905685","0.07542676","0.03571429","0.05229794","ANAPC2"
"BDNF","0.012237762","0.023034735","0.046026832","0.021900475","0.050279330","0.045256054","0.010989011","0.006339144","BDNF"
"CD59","0.3653846","0.2709324","0.3933953","0.2272783","0.4689451","0.5907106","0.1662088","0.1458003","CD59"
"FJX1","0.16608392","0.50603291","0.34385965","0.23859350","0.30676964","0.32671695","0.04258242","0.22820919","FJX1"
"CRY2","0.04545455","0.05009141","0.05345717","0.03285071","0.08823529","0.05121080","0.04532967","0.02377179","CRY2"
"SLC43A3","0.13461538","0.01572212","0.07719298","0.02688892","0.02957608","0.02064311","0.10851648","0.02852615","SLC43A3"
"CDC42EP2","0.03321678","0.06179159","0.04994840","0.02737559","0.11189616","0.16196904","0.02060440","0.11727417","CDC42EP2"
"FOSL1","0.006993007","0.011334552","0.004334365","0.011680253","0.006079527","0.008733624","0.071428571","0.007923930","FOSL1"
"PACS1","0.10489510","0.07787934","0.10196078","0.05170945","0.18468616","0.18658198","0.03159341","0.10618067","PACS1"
"CLCF1","0.001748252","0.012431444","0.019401445","0.007665166","0.033519553","0.041683208","0.017857143","0.019017433","CLCF1"
"KLHL35","0.036713287","0.458500914","0.028895769","0.017155372","0.048964837","0.025406908","0.006868132","0.009508716","KLHL35"
"KBTBD3","0.03671329","0.03839122","0.05180599","0.03102567","0.04485705","0.04049226","0.05357143","0.03011094","KBTBD3"
"SHLD2","0.13286713","0.04936015","0.13147575","0.06545808","0.13292803","0.12028583","0.04670330","0.05071315","SHLD2"
"FGFBP3","0.68531469","0.33820841","0.83281734","0.53291155","0.33651002","0.11314013","0.05631868","0.06973059","FGFBP3"
"CCNJ","0.12062937","0.17879342","0.20660475","0.09733544","0.12767006","0.06669313","0.07417582","0.08082409","CCNJ"
"PPRC1","0.06293706","0.04643510","0.08462332","0.04866772","0.08774236","0.08058753","0.04120879","0.03961965","PPRC1"
"IQSEC3","0.001748252","0.032906764","0.003302374","0.003406740","0.010023004","0.003572846","0.000000000","0.025356577","IQSEC3"
"LTBR","0.036713287","0.009140768","0.015273478","0.007786835","0.043213934","0.047637952","0.012362637","0.088748019","LTBR"
"LPCAT3","0.07342657","0.06106033","0.12136223","0.04891106","0.10006572","0.11710996","0.07829670","0.05863708","LPCAT3"
"CLSTN3","0.03146853","0.06800731","0.04932921","0.03650079","0.06654617","0.02937674","0.02472527","0.15530903","CLSTN3"
"STK38L","0.15909091","0.10603291","0.10608875","0.06351138","0.12405521","0.07185391","0.04258242","0.05546751","STK38L"
"ACVR1B","0.05244755","0.09031079","0.06873065","0.04769437","0.09332895","0.04565304","0.02609890","0.03486529","ACVR1B"
"SRGAP1","0.15909091","0.30091408","0.16697626","0.10062051","0.16135393","0.05518063","0.01923077","0.24564184","SRGAP1"
"AC025164.1","0.04020979","0.04862888","0.04458204","0.04246259","0.05175813","0.02500992","0.07829670","0.02060222","AC025164.1"
"OGFOD2","0.05594406","0.04789762","0.09432405","0.05207446","0.09858692","0.08892418","0.04532967","0.03961965","OGFOD2"
"RILPL1","0.06468531","0.04936015","0.08028896","0.04161090","0.11255340","0.08177848","0.03434066","0.04754358","RILPL1"
"PUS1","0.12937063","0.05228519","0.13725490","0.07360993","0.09365757","0.05716554","0.06868132","0.05546751","PUS1"
"MBNL2","0.09265734","0.05594150","0.08255934","0.04367928","0.16003943","0.21079794","0.03021978","0.14738510","MBNL2"
"DPF3","0.020979021","0.061791590","0.049742002","0.019102081","0.050115018","0.055180627","0.101648352","0.004754358","DPF3"
"CEP170B","0.01398601","0.02742230","0.01651187","0.01472199","0.03187644","0.01548233","0.01373626","0.00000000","CEP170B"
"MAPKBP1","0.034965035","0.047166362","0.040041280","0.017398710","0.059152152","0.057562525","0.005494505","0.022187005","MAPKBP1"
"DNAAF4","0.06468531","0.06837294","0.08173375","0.05243947","0.07196845","0.07582374","0.01098901","0.06814580","DNAAF4"
"MYO1E","0.024475524","0.013893967","0.019195046","0.013261954","0.021196188","0.021040095","0.009615385","0.039619651","MYO1E"
"APH1B","0.04895105","0.03729433","0.04231166","0.02530721","0.07246139","0.09249702","0.02472527","0.05863708","APH1B"
"USP3","0.2430070","0.2848263","0.3207430","0.1543983","0.2601052","0.1286225","0.1030220","0.1362916","USP3"
"SNX22","0.036713287","0.012065814","0.028276574","0.009125198","0.015445284","0.015482334","0.052197802","0.007923930","SNX22"
"AC027237.3","0.003496503","0.003290676","0.005779154","0.005231780","0.008872823","0.007145693","0.002747253","0.000000000","AC027237.3"
"BNC1","0.003496503","0.011334552","0.032610939","0.008395182","0.053894183","0.234219929","0.004120879","0.012678288","BNC1"
"PDE8A","0.01573427","0.02888483","0.03364293","0.01898041","0.04387118","0.03374355","0.01785714","0.07290016","PDE8A"
"AC009041.2","0.14160839","0.08519196","0.10794634","0.06460640","0.21081170","0.12504962","0.03021978","0.11727417","AC009041.2"
"IL4R","0.017482517","0.002925046","0.016511868","0.010706899","0.023496549","0.013497420","0.006868132","0.049128368","IL4R"
"BOLA2-SMG1P6","0.020979021","0.010603291","0.015686275","0.007300158","0.009037134","0.011909488","0.009615385","0.006339144","BOLA2-SMG1P6"
"AC093249.6","0.04020979","0.03436929","0.04705882","0.03856917","0.05192244","0.02421596","0.01098901","0.02218700","AC093249.6"
"TGFB1I1","0.11538462","0.08372943","0.13126935","0.04282759","0.23512981","0.41206828","0.05631868","0.31854200","TGFB1I1"
"ZNF267","0.04895105","0.04387569","0.05448916","0.03053900","0.04600723","0.03175863","0.07005495","0.04278922","ZNF267"
"ZCCHC14","0.054195804","0.074954296","0.079876161","0.035892444","0.092178771","0.044859071","0.008241758","0.020602219","ZCCHC14"
"ASGR1","0.08741259","0.14040219","0.11124871","0.07750335","0.19109431","0.09051211","0.05219780","0.10618067","ASGR1"
"AC005838.2","0.020979021","0.026691042","0.028276574","0.016668694","0.057016103","0.036125447","0.009615385","0.050713154","AC005838.2"
"CCDC144A","0.005244755","0.010603291","0.011351909","0.007300158","0.008544200","0.011115522","0.004120879","0.000000000","CCDC144A"
"SARM1","0.038461538","0.104936015","0.054076367","0.026523908","0.077883667","0.063914252","0.004120879","0.014263074","SARM1"
"NEK8","0.03846154","0.03180987","0.03839009","0.03370240","0.05619454","0.04406511","0.02747253","0.01901743","NEK8"
"CCL2","0.10489510","0.06179159","0.10216718","0.07360993","0.22346369","0.11075824","0.01923077","0.50237718","CCL2"
"CCDC43","0.1888112","0.1528336","0.2291022","0.1130308","0.1766349","0.1810242","0.1964286","0.1077655","CCDC43"
"HEATR6","0.02272727","0.03510055","0.04189886","0.01825040","0.03844890","0.03771338","0.01785714","0.01584786","HEATR6"
"GNA13","0.17482517","0.14954296","0.15624355","0.08431683","0.18156425","0.11433108","0.11675824","0.10935024","GNA13"
"PRKCA","0.15909091","0.07093236","0.08998968","0.04294926","0.09201446","0.06272330","0.02060440","0.02694136","PRKCA"
"TRIM47","0.008741259","0.008043876","0.013828689","0.004623434","0.024811042","0.073441842","0.013736264","0.031695721","TRIM47"
"CYTH1","0.06118881","0.07970750","0.06749226","0.03418907","0.08215577","0.04565304","0.01373626","0.06656101","CYTH1"
"PCYT2","0.09790210","0.10420475","0.17213622","0.07884171","0.14689451","0.13934101","0.10027473","0.07131537","PCYT2"
"DLGAP1","0.062937063","0.025959781","0.020433437","0.013018615","0.028261584","0.039698293","0.002747253","0.006339144","DLGAP1"
"SLC23A2","0.07342657","0.04351005","0.04871001","0.03224237","0.06966809","0.03175863","0.01373626","0.04437401","SLC23A2"
"SNAP25","0.06468531","0.31773309","0.04974200","0.02640224","0.05882353","0.03334657","0.02472527","0.01109350","SNAP25"
"NECAB3","0.05244755","0.12321755","0.08895769","0.04915440","0.15330266","0.13934101","0.07554945","0.05229794","NECAB3"
"DHX35","0.02272727","0.02486289","0.04602683","0.02518555","0.05241538","0.02580389","0.01373626","0.03169572","DHX35"
"MAFB","0.20104895","0.13455210","0.09143447","0.09052196","0.13325665","0.03890433","0.13186813","0.15847861","MAFB"
"SPATA2","0.05594406","0.03656307","0.06480908","0.02956564","0.05488005","0.04803493","0.03296703","0.02535658","SPATA2"
"UBE2V1","0.02097902","0.02742230","0.03199174","0.02104879","0.04107788","0.02580389","0.05494505","0.02694136","UBE2V1"
"DOK5","0.13461538","0.19049360","0.12858617","0.07811169","0.22297075","0.19531560","0.03296703","0.02852615","DOK5"
"RNF126","0.3216783","0.3038391","0.5279670","0.2283733","0.3417680","0.2957523","0.4079670","0.2107765","RNF126"
"OLFM2","0.15209790","0.31371115","0.19215686","0.12373768","0.23578705","0.11750695","0.14010989","0.02694136","OLFM2"
"COL5A3","0.020979021","0.009506399","0.005985552","0.010585229","0.008379888","0.007145693","0.010989011","0.000000000","COL5A3"
"ICAM1","0.041958042","0.007678245","0.005159959","0.011680253","0.004765035","0.006748710","0.064560440","0.079239303","ICAM1"
"ZNF844","0.05419580","0.06106033","0.05923633","0.03552744","0.06687479","0.04247717","0.02197802","0.02535658","ZNF844"
"AC006504.5","0.06468531","0.05045704","0.05159959","0.03260737","0.06046664","0.04882890","0.01236264","0.02535658","AC006504.5"
"PLEKHF1","0.008741259","0.012797075","0.013209494","0.009855214","0.013966480","0.022628027","0.039835165","0.017432647","PLEKHF1"
"EID2","0.11888112","0.14003656","0.17213622","0.08297846","0.15067368","0.11393410","0.04532967","0.07290016","EID2"
"PLAUR","0.07167832","0.02595978","0.05923633","0.04051588","0.06375288","0.09884875","0.04120879","0.04754358","PLAUR"
"CD3EAP","0.05069930","0.04314442","0.09803922","0.06399805","0.05520868","0.04406511","0.10851648","0.03011094","CD3EAP"
"ZNF587","0.08566434","0.08519196","0.08503612","0.04854605","0.11271771","0.09606987","0.03983516","0.06339144","ZNF587"
"TMEM191B","0.045454545","0.059597806","0.025180599","0.036987468","0.034176799","0.040492259","0.137362637","0.003169572","TMEM191B"
"TBC1D10A","0.05594406","0.03400366","0.05325077","0.02761893","0.07081827","0.10678841","0.10302198","0.03645008","TBC1D10A"
"SMTN","0.09615385","0.06764168","0.21609907","0.05304782","0.19766678","0.31401350","0.08653846","0.31537242","SMTN"
"TOB2","0.1590909","0.1996344","0.2175439","0.1328629","0.2252711","0.1667328","0.1401099","0.1251981","TOB2"
"MRPL39","0.09265734","0.10493601","0.20722394","0.08164010","0.12044035","0.13695911","0.14285714","0.05705230","MRPL39"
"PDE9A","0.12237762","0.08007313","0.10608875","0.05840127","0.13933618","0.12227074","0.03434066","0.02852615","PDE9A"
"TNFRSF9","0.0000000000","0.0021937843","0.0016511868","0.0001216693","0.0016431153","0.0031758634","0.0013736264","0.0000000000","TNFRSF9"
"ZMYM1","0.04195804","0.02669104","0.08730650","0.02433386","0.05340125","0.03969829","0.02197802","0.01743265","ZMYM1"
"CACHD1","0.078671329","0.126142596","0.178328173","0.133227887","0.183043050","0.050416832","0.009615385","0.103011094","CACHD1"
"KIFAP3","0.09790210","0.23363803","0.14035088","0.06351138","0.19060138","0.16038110","0.06181319","0.09667195","KIFAP3"
"C1orf115","0.01048951","0.01645338","0.02394221","0.02056211","0.02316793","0.01389440","0.01648352","0.01584786","C1orf115"
"RGS7","0.001748252","0.024131627","0.009081527","0.005231780","0.008051265","0.001190949","0.000000000","0.004754358","RGS7"
"RABL2A","0.10314685","0.13016453","0.14860681","0.08930527","0.13785738","0.07066296","0.02609890","0.04437401","RABL2A"
"CCDC93","0.06468531","0.06361974","0.08173375","0.04440930","0.09645087","0.05954744","0.02609890","0.06973059","CCDC93"
"RNF25","0.04545455","0.05776965","0.06584107","0.03382407","0.06999671","0.08614530","0.05357143","0.05705230","RNF25"
"GBE1","0.06818182","0.07605119","0.05902993","0.05146612","0.06703911","0.08773323","0.08928571","0.05546751","GBE1"
"ZNF148","0.22027972","0.23619744","0.27100103","0.13931135","0.28770950","0.21476776","0.08516484","0.13946117","ZNF148"
"PPID","0.2430070","0.2201097","0.3700722","0.1838423","0.2579691","0.2369988","0.2087912","0.1156894","PPID"
"NME5","0.038461538","0.038391225","0.058617131","0.047086020","0.037955965","0.017070266","0.002747253","0.011093502","NME5"
"E2F3","0.15909091","0.09798903","0.15975232","0.09684877","0.15691752","0.06629615","0.04532967","0.05863708","E2F3"
"PPARD","0.04370629","0.03180987","0.04912281","0.01873707","0.05652317","0.04287416","0.02060440","0.03486529","PPARD"
"OSTM1","0.12937063","0.11151737","0.08379773","0.05791459","0.09447913","0.12306471","0.13736264","0.08557845","OSTM1"
"EVX1","0.001748252","0.036563071","0.013622291","0.008638521","0.025632599","0.003572846","0.004120879","0.000000000","EVX1"
"SLC7A2","0.01748252","0.02266910","0.05098039","0.03041733","0.08248439","0.13338626","0.02197802","0.02535658","SLC7A2"
"C9orf40","0.11188811","0.08702011","0.24231166","0.09259034","0.11419652","0.06748710","0.11538462","0.03486529","C9orf40"
"LDLRAD3","0.15384615","0.14844607","0.15954592","0.09405037","0.13588564","0.10520048","0.01785714","0.12044374","LDLRAD3"
"RCOR2","0.27097902","0.84168190","0.62332301","0.33215720","0.35885639","0.14331084","0.09340659","0.09667195","RCOR2"
"RBM14","0.2430070","0.1879342","0.3537668","0.1907775","0.2633914","0.2036522","0.1744505","0.1030111","RBM14"
"TCIRG1","0.034965035","0.014259598","0.031578947","0.012531938","0.058166283","0.077808654","0.008241758","0.039619651","TCIRG1"
"POU2F3","0.0034965035","0.0010968921","0.0008255934","0.0009733544","0.0008215577","0.0003969829","0.0027472527","0.0000000000","POU2F3"
"LIN7A","0.027972028","0.093601463","0.061093911","0.029200633","0.061452514","0.017864232","0.006868132","0.009508716","LIN7A"
"CDR2","0.05419580","0.03912249","0.10670795","0.03126901","0.10269471","0.08932116","0.04532967","0.07290016","CDR2"
"SALL1","0.022727273","0.048263254","0.072445820","0.042462587","0.060959579","0.013497420","0.005494505","0.058637084","SALL1"
"PITPNC1","0.08566434","0.10786106","0.11805986","0.05888794","0.10187315","0.03533148","0.03434066","0.10459588","PITPNC1"
"UBE2O","0.15909091","0.17111517","0.15459236","0.08784524","0.15626027","0.07304486","0.03571429","0.05863708","UBE2O"
"HDAC10","0.04370629","0.04021938","0.04251806","0.02445553","0.05668748","0.05279873","0.03159341","0.04120444","HDAC10"
"PCBP3","0.012237762","0.065813528","0.037564499","0.016182017","0.027932961","0.018658198","0.005494505","0.001584786","PCBP3"
"MANEAL","0.026223776","0.162705667","0.049948400","0.029322302","0.040256326","0.009527590","0.016483516","0.006339144","MANEAL"
"CFAP57","0.003496503","0.016087751","0.002889577","0.003285071","0.004929346","0.001984915","0.000000000","0.000000000","CFAP57"
"CCDC24","0.015734266","0.034003656","0.027657379","0.022265482","0.042392376","0.032949583","0.020604396","0.009508716","CCDC24"
"HOOK1","0.020979021","0.022669104","0.024355005","0.018128726","0.037134407","0.045256054","0.030219780","0.006339144","HOOK1"
