"","SYMBOL","GW26_GABAergic_neurons","GW23_GABAergic_neurons","GW26_Astrocytes","GW26_Neurons","GW16_Neurons","GW16_GABAergic_neurons","GW10_Neurons"
"2621","CC2D2A",1.77474907209652,1.21004947408899,3.29008796504286,1.64334538598719,1.64405034203353,0.962970469045207,1.6802502654454
"2622","CC2D2B",0.16454950858764,0.0574208327477446,0.202178154763179,0.0834352426632089,0.0812612939266109,0.0444224179318059,0
"2623","CCAR1",4.10809968869193,3.90668938208667,4.48427329721683,3.13490283150813,4.55228601428876,4.56752444799216,4.79095533521754
"2624","CCAR2",1.31018160572933,1.26727869654284,1.6879849360558,1.59710295894371,1.83365439634714,1.59850633512911,2.03690581360092
"2625",NA,0,0,0,0,0,0,0
"2626","CCBE1",3.29431302532877,1.66435605940385,2.45785434726686,2.30894539567281,0.8552690056038,0.450113227590523,0.273175894907841
"2627","KYAT1",0.891415435960281,0.522511361221502,0.975160507006266,0.637678197885269,0.888678792372062,0.608405380846481,0.906041816524187
"2628","KYAT3",0.897706728751247,1.12366880431096,0.718472599268319,1.0629653778699,1.59374805849972,1.55949493602989,1.54859354686568
"2629","SGF29",1.96458414760647,1.33662477147219,2.30148755838429,1.84551979010698,2.7232831072591,2.08944915896595,2.46811513129975
"2630","CCDC102A",0.0743020506100261,0.031789548623657,0.251150818134648,0.060622034133348,0.0578281063359534,0,0.0360420533451944
"2631","CCDC102B",0.149912572925888,0.269865128255705,0.0549116129942428,0.139935965890248,0.135956149647605,0.240048780182297,0.0946907035814788
"2632","CCDC103",0.060656083185064,0.0653579045203158,0.160398624875255,0.026740893489383,0.163152559346328,0.109148128946225,0.255077001715052
"2633","CCDC105",0.0156307249332694,0.0938652109915947,0,0,0.0089382584231817,0,0
"2634","CCDC106",1.67066169911554,0.920607944101589,2.54189780111757,0.961717264615148,1.66003873687848,0.918227904525271,1.51908290226416
"2635","CCDC107",0.0371788490793935,0.112631932785268,0.0485447062792194,0.0243710174836313,0.00605363303145728,0.0419037831741929,0.182237046990638
"2636","CFAP65",0.179633139730761,0.0415719759393059,0.243127175911007,0,0.0390287812451333,0,0
"2637","MCUB",1.72206764655924,2.24828157915609,1.09904693441186,0.825784643658834,0.745629117775153,0.984466067263307,0.58799054203382
"2638","CCDC110",0.129798826476766,0.0187357796319624,0.106480586011924,0.0623573530314129,0.0740446806918748,0,0.0397896743886139
"2639","CCDC112",4.55027229470289,4.67808404596121,3.68821873717731,4.53836001768168,5.64424702630638,5.13500396733073,5.39929598069965
"2640","CCDC113",0.612369764739328,0.490591034961407,0.525799111693337,0.50366110861531,0.607330999645359,0.242958478268514,0.527514043892485
"2641","ODAD1",0.0890823387223464,0.084265218671613,0.0498130903332316,0,0.0807685119482076,0.132708794832593,0.0549438540761146
"2642","CCDC115",3.24725553168236,2.98774884680941,3.44671916182859,3.09512954984606,3.58260963794304,3.18240196826386,3.20290613332497
"2643","CCDC116",0,0,0,0,0.0164336303238002,0,0
"2644","CCDC117",1.06847762604378,0.7255398539802,1.42972790880758,0.81778540048665,1.52082668972337,0.837534594424111,0.950981332501288
"2645","CCDC12",3.49307317544609,3.60672503312726,4.77207665072666,4.96729822543438,4.88185925860158,3.93166355774639,4.40932169250313
"2646","CCDC120",0.826851747410703,0.512302652278368,0.880442910910684,0.519823378862576,1.02128412346006,0.943685113910603,0.778753850482352
"2647","CCDC121",0.209491875809043,0.252188010380437,0.559199348127538,0.255208337479047,0.374649592420021,0.463534716837322,0.0520867659980132
"2648","CCDC122",2.70165634740663,2.22557391495393,2.00597208911741,2.15545601017612,2.33573640143183,2.04284637128339,2.14384275510351
"2649","CCDC124",4.39152004708976,3.60268222178194,5.08222607737931,3.65548765357806,5.19360749651314,4.80656504429691,5.23577404984952
"2650","CCDC125",0.513827236353262,0.306425827328736,0.585521863648574,0.173839166552957,0.738117438827459,0.302962568348525,0.712826953707179
"2651","CCDC126",0.712900723101206,0.492669853369496,0.754826097822534,0.902455136130276,0.78145563130237,0.892932615566727,0.972003228513141
"2652","CCDC127",1.03531224619428,0.863698487146961,2.35444264864172,0.795619411772288,1.43373892392892,1.41006992502935,1.16373794548196
"2653","ITPRID1",0.0319632812483224,0.0224754750684075,0,0.113839479569075,0.19350291047535,0,0.0913412774671941
"2654","CCDC13",0.073936798218613,0.093005006372775,0.295128546482929,0.0386604835561223,0.0424343818463772,0.0422243420771512,0.0621589518286227
"2655","CCDC13-AS1",0,0,0,0,0,0,0
"2656","YJU2B",1.84201547443169,1.90500506835369,2.38480723603321,2.09765305707271,2.6399174579111,1.99175896714665,1.74005100125371
"2657","VPS50",1.48504834635915,0.871192760222458,1.26029135636581,0.812809827010397,1.57207939639915,1.22885058281962,1.26025386267049
"2658","CCDC134",0.0145191084411122,0.20165524215793,0,0,0.0614975309295467,0,0
"2659","CCDC136",2.90932260826839,1.94301472086381,2.64638422286,2.20220836706303,2.019771161536,1.87509335062889,1.82494901452553
"2660","CCDC137",1.51816096539774,1.03379625477847,2.26420702247264,1.17317472630668,1.52493088350659,1.11104198904023,1.65263717930515
"2661","CCDC138",0.408925900732823,0.281773006645968,0.391438929933954,0.303050086571276,0.632056037547796,0.435738857600889,0.930598327401643
"2662","CCDC14",3.25057365308171,2.82391202920641,3.00309807533763,2.77981793880655,3.75049641154697,4.08763180446092,3.46019053558775
"2663","CCDC140",0,0,0,0,0,0,0
"2664","CCDC141",0.062631519900189,0.121897070649915,0,0,0.00591453678887144,0.105165094414311,0.010752688172043
"2665","CCDC142",1.54749791765582,1.09130702358959,1.51309949739732,0.684914346270523,1.50977126136785,0.638603910825383,0.633681042005757
"2666","CCDC144A",1.32345709477964,0.37005706223788,1.03244929560683,0.82076596018435,0.513817334489875,0.430673322293573,0.346569733646711
"2667","CCDC144BP",4.49363856696491,2.87329458873448,4.10174394167661,2.9672412336532,2.27695842210889,2.15038898440423,1.74384375174318
"2668",NA,0.96671091164512,0.684773124007956,1.19317458610377,0.454857884982372,0.229512386566965,0.238386534735237,0.213312785596062
"2669","CCDC144NL",0,0.0345537079909186,0.0191729024070053,0,0.0324721061019706,0,0.0356730484368115
"2670","CCDC146",0.928241208514684,0.464919049830972,1.42693213048126,0.60641177722911,0.79265937254902,0.461973748710775,0.300722103028703
"2671","CCDC148",0.847129950644349,0.948697137988784,1.05044637240347,0.376299912665545,0.336435396805839,0.304046109237123,0.248874619995837
"2672","CCDC148-AS1",0,0,0,0,0.00562110631615809,0,0
"2673","CCDC149",0.496739568064839,0.119112294871869,0.852894070233999,0.286853635273008,0.260200600657944,0.191733556772989,0.0932826524364861
"2674","CCDC15",0.318362266487694,0.62914842791095,0.691868733983281,0.221997718255776,0.354566121767777,0.193381325822838,0.32360014222019
"2675","CCDC150",0.148447765349693,0.0358121236555891,0.0296491502221056,0.13799428065319,0.148767300109558,0.17128064564815,0.0440018667031062
"2676","ODAD3",0.0784989516325761,0,0.132507936266829,0.070598332327651,0.058911836107571,0.0792255317556605,0
"2677","CCDC152",0.653192000810901,1.41315082316014,0.350971736543962,1.36629399313893,1.31427541708097,0.980206187454041,2.30495739017478
"2678","CCDC153",0.0193306640689735,0.0101223291572507,0.450094131744018,0.0191527597962835,0.0343247677534677,0,0
"2679","CCDC154",0.164299531820057,0.15337592245206,0.165925183870349,0.0373668567393752,0.112952310653388,0.105581847966822,0.109269378654651
"2680","KASH5",0.0217381780449928,0,0.0191729024070053,0,0.0130119051004849,0,0
"2681","CCDC157",0.229668981112751,0.165554259662514,0.463967938090679,0.0973438291672893,0.288029841474688,0.0899270337028541,0.178868455498707
"2682","CCDC158",0.17576722201868,0.110434826613634,0.113311590304829,0.130546853345278,0,0,0.12419474497354
"2683","CCDC159",0.229248984443357,0.350776040269611,1.24024166059151,0.225814251866612,0.382039596846634,0.22913534685622,0.170693019970615
"2684","CCDC160",0.0141095255066447,0.0614266738547621,0.342362556857523,0,0.034030959035125,0.108055879477104,0
"2685","CCDC162P",0,0,0.0188735527680955,0,0,0,0
"2686",NA,0.227351319409561,0.211300797802149,0.147337496978484,0.135388840375004,0.116816826181473,0.122408257031648,0.144268465425796
"2687","CCDC166",0.00622090062949542,0,0,0,0,0,0
"2688","CCDC167",4.38404752988134,3.71673555155879,5.96620119581417,4.78999152789086,5.68428813038382,4.65565498687747,5.33937115295664
"2689","CCDC168",0.0241086862718367,0.139024167324038,0,0.042596249550541,0.0680388636530339,0,0.0821904506780288
"2690","CCDC169",0.0144066878522353,0.0144887973385113,0,0,0.025120230172222,0,0.076581198362515
"2691","CCDC169-SOHLH2",0,0,0,0,0,0,0
"2692","CCDC17",0.0452528043577503,0.0169029098330255,0.146637553377066,0,0.027134152884228,0,0
"2693","CCDC170",0.101186074276572,0.0802460961695777,0.155205486836431,0,0.0505669090904425,0.0250681646186172,0.0418327601363431
"2694","CCDC171",0.991628484335269,1.11098415095468,1.64415434640402,1.07804385258465,0.814446520056121,0.422673870527792,1.20051549024612
"2695","CCDC172",0.0263584952814238,0,0,0,0.00250893773513492,0,0
"2696","CFAP210",0.359191384257544,0.338433365223851,0.519023498693225,0.136501354561531,0.325568963112144,0.19720775525211,0.342712843112014
"2697","CCDC174",2.15678049687405,2.89186817734819,1.93142378198588,1.93877496046665,2.05354711428817,2.28184877486622,2.49963334248628
"2698","CCDC175",0.120791047768569,0.0815200021672931,0.503041066061138,0.280141288705174,0.453758249841889,0.119706031502129,0
"2699","BBOF1",0.845256070858198,0.551226802166252,0.906449409306449,0.333826699803521,0.977800775902427,0.546899635370871,0.561091401652234
"2700",NA,0.111028697059955,0.13616547450083,0.078111234927813,0.152164013567839,0.441104971307811,0.0989425475283307,0.798295894072879
"2701","CCDC178",0.0709185353938907,0.0900964415028896,0.189264076656556,0.068145013011603,0.0311952983652473,0,0.0352950516667353
"2702","CCDC179",0.0151639910945237,0.0240612587195524,0,0,0.0181496962306063,0,0
"2703","CCDC18",0.71358422045221,0.47022723258082,0.747288536224241,0.416716278469419,0.617648955263802,0.834083922997683,1.15535885522662
"2704","CCDC180",0,0,0,0,0,0,0
"2705","CCDC181",0.754245491470257,0.564378368522964,0.926357609646527,0.60343396664484,1.02445562939089,1.07943323741039,1.12723531429112
"2706","CCDC182",0.00267970895256831,0.0229260862492427,0,0,0,0.0479190352228906,0
"2707","CCDC183",0.10894479592672,0.120167690773693,0.191316796602007,0.0274732218946158,0.0727182945798055,0.044122957827152,0.164726364241034
"2708","CCDC183-AS1",0.019594865992264,0.0656658981666043,0,0.0423171250712956,0.0485085899161825,0,0
"2709","CCDC22",0.669760332471386,0.400979244401715,0.612639566011321,0.179364887904114,0.460920460069399,0.68684262928699,0.654787258339245
"2710","SVBP",4.15257296260253,4.22668122917189,4.04353064651393,3.81964164023881,6.46159347690966,5.76288537583888,5.51657347576769
"2711","CCDC24",0.760488223221292,0.291117283891425,0.844640826753676,0.263678603264819,0.396522880298654,0.347814428413421,0.665225659280766
"2712","CCDC25",1.29708925422625,1.40741134339381,2.11386524737953,1.13177381579932,2.18246407574757,1.74170088334943,2.02276175005587
"2713","CCDC26",0.0181560943961394,0,0,0,0,0,0
"2714","CCDC27",0.0197781666136123,0.012689039377249,0,0,0,0,0
"2715","CCDC28A",0.967616960487388,0.884101585711296,0.905858373294807,0.677193885760669,0.826372614829977,0.333795936264774,0.804201890316152
"2716","CCDC28B",4.15518161565767,3.32297613761253,6.08088582427779,4.6179741669352,5.09280237313912,4.69332538246298,4.68578167320397
"2717","CCDC3",1.1233379764575,1.03921938064177,0.817216346243908,0.706806323680818,0.434463154667969,0.201199529160917,0.542185902450102
"2718","CCDC30",0.814874915433237,0.68008182071126,0.698656197282036,0.776047719621968,0.7678853250042,0.392583233990017,0.719590365320477
"2719","CCDC33",0.0203709953144526,0.0595111344316995,0.0727102935200599,0,0,0,0
"2720","CCDC34",2.06013885140393,1.01226999125498,2.47247314686046,1.31362715281978,2.50008859566921,1.11901291490846,2.23570870380146
"2721","IHO1",0.107817772102469,0.0361494806230144,0.120763074048237,0.0648477454949328,0.040024797073739,0.122304461310725,0.0332531800165975
"2722","CFAP100",0.605634169279359,0.400758528476945,0.167298420357279,0.650759833515128,0.131261779235307,0.0583188341430065,0.260533057688802
"2723","CCDC38",0.159224422456566,0.330477031264207,0.132426230016606,0.021364836753398,0.224485925737881,0.0439939699170717,0.271995531815003
"2724",NA,0.0992409195011053,0.152318118281288,0.291051757347761,0.0255453838387887,0.116754353904717,0.132684209053295,0.131950478086844
"2725","CCDC40",0.218801403076562,0.289633870449583,0.194299210244101,0.13754354053087,0.190346180130793,0.199450217625999,0.660840539069341
"2726","CCDC42",0,0.0106206718767526,0,0,0.0387397926899844,0,0
"2727","CFAP73",0.0413069339726623,0.0381415208077221,0.0932897373631208,0,0.00463498864526163,0,0
"2728","CCDC43",1.62120575939536,1.21799215072369,2.33932316352502,1.22038949157395,1.75975290706301,1.98983617080724,1.49243529031625
"2729","CCDC47",1.13721852232354,1.46791711098184,3.40151304288416,1.05666248310941,1.64669248826461,1.74324924962999,1.58229985289812
"2730","CCDC50",4.07677705742623,3.03047050099379,3.76543164738922,2.67331727551337,5.05257482125788,4.52397274738438,3.93049314652834
"2731","CCDC51",0.666437026481241,0.564324161782816,0.962514223691254,0.515527317570408,1.10727544589757,1.26748692740059,0.593233432707772
"2732","WASHC3",2.52210362426096,2.39538016321737,3.40039305506714,3.2383310229994,4.5938007742562,3.85837233765634,3.71834966066293
"2733","CCDC54",0,0,0,0,0.0318807049441584,0,0
"2734","CCDC57",2.62368112912202,0.871344529096557,3.79547559433212,1.53908328031836,1.34819637520063,1.03993338967262,1.0715200362564
"2735","MIX23",0.640819424897383,0.880265110768891,0.986165981892533,0.459463820205105,0.882158575961106,0.677824665276035,1.01644621678461
"2736","CCDC59",1.87580802562807,1.48618085823525,2.07614926630529,2.17567216381377,2.95838760876663,2.31176065314281,2.08562551243413
"2737","CCDC6",1.63189793966869,0.780257064408723,1.46852374929375,1.06405119932266,1.73661734009826,1.16775768480925,0.995111572503088
"2738","CCDC60",0,0,0,0,0.00350593148973011,0,0
"2739","CCDC61",0.0622933488212647,0.197160418103566,0.215083326996445,0,0.149301791182216,0,0.0411593443507239
"2740","CCDC62",0.141045115225098,0.0627625659079512,0.0258350291766611,0.025665840272854,0.114116658943174,0.0283192439407727,0.0633224378622211
"2741","CCDC63",0.0081170010095368,0,0,0,0.00478680594986335,0,0
"2742","BICDL1",1.87709294400164,0.80910158711841,1.59492110650368,0.626466905169964,0.870114785291545,1.07751505291861,0.866426171629447
"2743","BICDL2",0.0232603282078244,0.138232591405672,0.100267774683561,0,0,0.0585478634560474,0.0126486319638759
"2744","CCDC65",0.80986340860215,0.443582812978337,0.946431169874742,0.33446987005561,0.468941899870491,0.334095320705694,0.390599529133442
"2745","CCDC66",1.51029191527997,1.61686478833461,1.21855478759045,1.53578243565278,1.94889848314871,1.69647527578637,1.59429192998628
"2746","DEUP1",0.0373310535385361,0,0,0,0.00530178631657084,0,0
"2747","CCDC68",0,0,0,0,0,0,0
"2748","CCDC69",0.175497193624068,0.190278338917585,0.455489623396324,0.114574141544577,0.086992432186709,0.117036743556688,0.13678652779643
"2749","CCDC7",0.598476695500297,0.515272758541146,0.445288191857079,0.72044502796864,0.734650138328775,0.69389068485409,0.374503790882051
"2750","CCDC70",0,0,0,0,0,0,0
"2751","CCDC71",0.0900138237176127,0.0672167131889846,0.198697190729111,0.0191527597962835,0.02056077886727,0,0
"2752","CCDC71L",1.56090870904871,0.984411513681262,0.915508835954624,0.877238831400674,1.27669240548454,1.11231105458486,0.617778976103339
"2753","CCDC73",0.0179539902513195,0.0848251600501851,0.214582337289658,0,0.107289564383739,0,0
"2754","CCDC74A",0.502841579434223,0.245276735362046,0.820633681079299,0.230473373857474,0.478618105996099,0.623300447879765,0.591996486344239
"2755","CCDC74B",0.164120068113135,0.0353701901446837,0.428095408100595,0.0894185865116011,0.18522749075398,0.15983386855203,0.35995063292906
"2756","CCDC77",1.13461118322762,0.62474003072303,1.15638957357284,0.993726688887162,1.37391678804888,0.881643540783342,0.520776909863298
"2757","CCDC78",0.228083549142106,0.197124659216992,0.411992867290347,0.0626874441444287,0.00597893380680973,0,0.0374082989788488
"2758","TERB1",0,0.0881363192578212,0.0368560015061486,0,0.00121087074936216,0,0
"2759","CCDC8",0.138668599573633,0.158193503123964,0.699853281608719,0.0947605297480964,0.130404830891809,0.153850186245927,0.146818952051583
"2760","CCDC80",0.376866150839218,0.287647711048128,4.18622385673297,0.340590783652546,0.0339055583504163,0.0392774175417043,0.0537925002191379
"2761","CCDC81",0.22151183975395,0.132488721039454,0.14752935067186,0.124513076950692,0.173200245330199,0.0364887849662262,0.25030559878396
"2762","CCDC82",3.25263470383851,3.33113196173609,3.72375551037818,2.73248955540084,3.81626688831575,3.45693331093357,2.62661558248567
"2763","CCDC83",0.0147454215440375,0.0309547192920394,0,0,0.0309070310195848,0,0
"2764","CENATAC",0.960287839474321,1.01718997027867,1.38978840080288,1.23236547363945,1.26292712804149,0.815096945716354,1.15270548725437
"2765","CCDC85A",1.18620099341514,0.50722585344282,1.27821059781842,0.556805599138333,0.0530761677022841,0.109113512022314,0.299188985627694
"2766","CCDC85B",2.37800791574762,1.57828180809341,3.2618197214441,1.29128615811667,1.33311597929653,0.83618765643382,1.26128970203811
"2767","CCDC85C",0.566643363293785,0.438686793420443,1.08314379718246,0.525909176041565,0.946742408779155,0.331255094093423,1.30549603858059
"2768","CCDC86",0.160741872317733,0.268350067415226,0.673483459778649,0.416525696346114,0.408710205392988,0.12501822776369,0.338693118577945
"2769","CCDC87",0.00446501408657596,0,0.143936491404475,0,0.037213193886156,0.0643484128948448,0
"2770","CCDC88A",7.40976020804958,8.10705355050774,7.21232154657315,6.11252704146844,5.75675908290742,7.68672844808379,6.02267657714685
"2771","CCDC88B",0.195051707159937,0.278623491237346,0.163136194249689,0.144390154673692,0.107886978149558,0.136702255008627,0.010752688172043
"2772","CCDC88C",0.556576641904291,0.3660549626961,0.720666820499316,0.750474078688222,1.55124309761815,0.633127209328405,1.63901984925691
"2773","CCDC89",0.0392215240795656,0.0451147649475382,0.125419206031738,0,0,0,0
"2774","CCDC9",0.17010114148091,0.134914006369422,0.146072190429989,0,0.114322651805194,0.135075439153168,0.246868929994877
"2775","CCDC90B",4.33655045179524,4.26022697588038,5.28071809864122,4.7575482535071,5.3824724333051,4.86184860008665,5.64670529987947
"2776","CCDC91",1.32831351267441,1.41755983359798,2.2235129443727,1.30216394360856,2.42549515020427,1.81740831604338,2.73507193806374
"2777","CCDC92",1.92863430029722,0.654787631966465,1.57968787198774,0.830150131967206,1.91138601964105,1.3989239995228,0.865938979700213
"2778","CCDC93",2.11734263051529,1.5979710520108,2.42417247082667,1.83069362273489,2.47529489534432,1.79594431441228,1.28257885332738
"2779","YJU2",1.63051695496169,1.74330966929199,1.81569752644385,1.69513641991245,2.14633450388235,1.39318240126544,1.16258950053218
"2780","CCDC96",0,0,0,0,0.157253650220295,0.0629742529476694,0
"2781","CCDC97",1.1259011953129,0.956896744140021,1.57382023241038,0.530659517977528,1.55049840233461,1.04546065971705,1.481258073583
"2782","CCER1",0.0066674735244876,0,0,0,0,0,0
"2783","CCER2",0.443873320148524,0.306384106187355,0.232821770612915,0.751569473410813,0.857530349496496,0.195229080511533,0.373555195527527
"2784","CCHCR1",0.414349798076252,0.359800467528511,0.484828511607729,0.392511198836232,0.656527343883699,0.398577342034202,0.702889090232886
"2785","CCIN",0,0,0,0,0,0,0
"2786","CCK",1.1806868194093,2.95754629101599,1.2888608924374,0.427719581741471,0.851591733192424,1.10358891195661,0.051752812350598
"2787","CCKAR",0,0,0.034032482057408,0,0.0141419636267779,0.108198926707076,0
"2788","CCKBR",0.965294156279482,0.337047943412118,0.726814007281666,0.38671633328274,0.92838572608576,0.688925936547869,0.365562742358713
"2789","CCL1",0,0,0,0,0,0,0
"2790","CCL11",0,0,0,0,0,0,0
"2791","CCL13",0,0,0,0,0,0,0
"2792",NA,0,0,0,0,0,0,0
"2793",NA,0,0,0,0,0,0,0
"2794",NA,0,0,0,0,0,0,0
"2795",NA,0.0292228372811391,0.0262837616462411,0.0934837070243033,0,0.0238880623621652,0,0.0721939794704023
"2796","CCL17",0.00946590163084754,0,0,0,0,0,0
"2797",NA,0,0.0196757366148379,0,0,0,0,0.117857800143609
"2798","CCL19",0.0146189282076084,0,0,0,0.103414697669902,0,0
"2799","CCL2",0.66494571707739,0.275964442189335,0.798382248080694,0.371955665332404,0.469114910023961,0.298480786639175,0.222289782014117
"2800","CCL20",0.00345663386010628,0.0196757366148379,0,0,0.0065457763238821,0,0
"2801","CCL21",0.01835838653582,0,0,0,0,0,0
"2802","CCL22",0.109840207004676,0,0.0294601539255314,0.0372637153308693,0.032473946626051,0.0374823049685391,0.0151181974158692
"2803",NA,0,0,0,0,0,0,0
"2804","CCL24",0,0,0,0,0,0,0.0127171214786687
"2805","CCL25",0.177607207578428,0.0733787656217593,0.221189341364019,0.104674358814343,0.0173174854209634,0.0950883169294861,0.074915208744159
"2806","CCL26",0.0348480593317871,0,0,0,0,0,0
"2807","CCL27",0.0527633804408231,0.176747714879637,0,0.141775288725113,0.287844609884395,0.123787750345516,0.15305031266791
"2808","CCL28",0.60267196325862,0.306406813011079,0.662473626678408,0.264980895783772,0.619732673155384,0.352029059632916,0.430318525092581
"2809",NA,2.53947225021296,0.822735958033663,2.64726476647561,2.26624231387434,1.46307412331282,1.54548737028425,0.348646614575472
"2810",NA,0.0643851975080403,0.0113689404004693,0,0,0.0051923845134765,0,0
"2811",NA,0,0,0,0,0,0,0
"2812",NA,1.64289892902145,0.676409722676304,1.82913034739144,1.47573741022222,0.984872379911607,0.833228322731711,0.255394897921278
"2813",NA,0,0,0,0,0,0,0
"2814",NA,0.0151943911170354,0,0.0787967506542625,0,0.00198910874273115,0,0.0319248635216808
"2815",NA,7.87553613533915,6.95632617267634,7.29708377138293,6.82413601698161,7.44739900617938,7.44814784408663,6.97522934810825
"2816","CCL7",0.0058750456701969,0,0,0,0,0,0
"2817","CCL8",0.0160196162289713,0,0,0,0,0,0
"2818","CCM2",1.65617389884868,1.23572377451498,2.11907524742549,1.12998020528554,1.23760934776169,1.57385114573401,1.15630641463207
"2819","CCM2L",0.131995521354997,0.127037340914354,0.200327314566445,0,0.0718961315014643,0.0089138325626425,0
"2820","CCNA1",0.778129249955297,0.281347414223438,0.617214162224022,0.2860350802197,0.679832407984117,0.583038320059199,0.2813153726871
"2821","CCNA2",0.384977318170283,0.216248432806524,0.318459079668691,0.27032055516401,0.9755488699469,1.03278751943832,0.574262181547643
"2822","CCNB1",0.820725198935115,0.510086876151853,1.24602808172892,0.592220461090067,2.27893484650901,2.25489556566979,2.195925241254
"2823","CCNB1IP1",1.4705784073313,0.897488511802488,2.92904778532862,1.79402727418646,2.19775009173272,1.62705458911684,1.75001742278426
"2824","CCNB2",0.522769500535263,0.275676435206819,0.629189859595969,0.205996234970805,2.08310807794174,2.08637858196635,1.98495267436413
"2825","CCNB3",0.00735453075456,0,0.0262754258509929,0,0.0327267515426598,0,0
"2826","CCNC",2.02005089710302,1.67868354987571,2.34132404496651,1.76946560104685,2.60620427893292,1.73568643935808,3.21488506409797
"2827","CCND1",0.896271019809225,0.669189033360637,0.79657898225382,0.634226903658876,0.681105672333516,0.522535586364526,0.916647445717795
"2828","CCND2",4.27836291712683,3.48705041313513,5.91053615279575,5.34132452058575,6.84388127353464,5.62436219013828,6.56145686749261
"2829",NA,0.164091964715754,0.071479543972071,0.753192904062018,0.044461435905231,0.238534470872333,0.123348141214521,0.286517602633725
"2830","CCND3",1.35242427026305,1.0227482856545,1.94882871707393,0.694142258304534,1.59834115794508,1.06349901114022,1.3997293639928
"2831","CCNDBP1",1.71531813956495,1.87274810036387,2.55717491792435,1.73482711531801,2.33950140166592,1.45388693423044,1.52530968340593
"2832","CCNE1",0.135055430618837,0.0151279782499972,0.109922562426552,0,0.119829409061784,0.155763138640499,0.165354728362407
"2833","CCNE2",0.24444565237151,0.487955944984424,0.24811395819537,0.0221884631830123,0.287197568838908,0.210022797565436,0.246667553070117
"2834","CCNF",0.690801318298542,0.619445248276833,0.596352684516433,0.399584843653535,0.833637113323576,0.673656781661867,0.695664415838321
"2835","CCNG1",1.39461920770978,1.16082976554071,2.34526372282811,1.49463099832632,2.37332256231415,1.53736331572618,1.48698778834411
"2836","CCNG2",3.29315263601555,1.84539288523072,3.25361519906888,2.6046207035165,3.91013259596587,3.91678926004005,2.53967143776936
"2837","CCNH",1.93992339803784,2.0468603770614,2.80490809829653,2.01089608897565,3.53720553427246,3.06713615443784,4.09666409785596
"2838","CCNI",8.29294418188454,7.69161955097085,7.84904875371147,7.37195045689345,8.67396963147711,7.6856557685748,6.6698723186237
"2839","CCNI2",0.207171079630585,0.149486696315705,0.422525962264651,0.159649937490817,0.16592836794953,0.0989618467843288,0.281325619523337
"2840","CCNJ",0.929034492734538,0.52837329498382,1.04189556506404,0.643549774499455,1.30547053100339,1.0599463656176,1.4345621094653
"2841","CCNJL",0.106491978871806,0.140269542565833,0.417430659948598,0.100078620009816,0.161718144717674,0.066300577480424,0.085548996262499
"2842","CCNK",0.138932521324001,0.257578915293338,0.934299148619029,0.603620463033307,0.247734488271278,0.174738333666433,0.607659824742894
"2843","CCNL1",3.2104942763436,3.44105264785379,4.00166591108352,3.09684770633053,3.8765722065197,2.99876442181989,3.5511468821604
"2844","CCNL2",4.86667928945658,4.09857803457564,5.34885813593967,5.11539586363913,5.14246497022663,3.97437394977234,3.9923583101725
"2845","CCNO",0.0194630703913304,0,0,0,0,0,0
"2846","CCNT1",1.06194670695036,0.882520148542043,1.18537097453201,0.78095958765023,1.19139498566174,1.48734286373766,0.948080157862367
"2847","CCNT2",2.39226615715334,2.27213456719181,2.01738234575535,1.60032556446597,2.7281635959064,2.47292295673269,2.66654880515589
"2848",NA,0.122367260233533,0.0826005138194039,0.0837942913379974,0.0663132096654959,0.0736512891768747,0.0365525717092323,0.284336190741182
"2849","CCNY",1.71383110626418,1.26485491971319,2.10176450568227,1.0462064685543,1.84281458803899,1.11445590089408,1.97730049493189
"2850","CCNYL1",0.754198777973025,0.483863461193234,0.531604985391728,0.477890371771638,0.397060748967569,0.114660674294751,0.650725808925526
"2851","CCNYL2",0.0497728509904669,0.0603577388144828,0.0955909554849756,0,0,0,0
"2852","CCP110",2.80150449397203,2.73258683587255,2.74736491276777,2.54471370504803,3.06902076175898,2.71180149331837,3.00477941104425
"2853","CCPG1",0.716444760668135,0.480370092207117,0.841032370350341,0.344953702210819,0.55594999435042,0.367727700529929,0.449816673852908
"2854","CCR1",0.0269468386472544,0.177669856422213,0,0.0807109539146005,0.0158369040144476,0,0.033612705955427
"2855","CCR10",0.47784518251556,0.222446458752617,0.402812679898874,0.328683596034137,0.0911606706160087,0.497546893868903,0.0489079206956564
"2856","CCR2",0,0,0,0.0706040276876832,0.0249510020122744,0,0
"2857","CCR3",0,0,0,0,0,0,0.0402713691626855
"2858","CCR4",0,0,0,0,0,0,0
"2859","CCR5",0,0,0,0,0,0,0
"2860","CCR6",0.297236510650107,0.114881421573034,0.353022050887247,0.0460636885935405,0.326953388096508,0.174223767858705,0.38143049599144
"2861","CCR7",0,0.0331987834213861,0,0.0706868792211388,0,0,0.0698658725398596
"2862","CCR8",0,0,0,0,0,0,0
"2863","CCR9",0.0110702027261124,0,0,0,0,0,0
"2864","CCRL2",0.0477085423183461,0.116221687994297,0,0,0.012258306858679,0,0
"2865","NOCT",0.282147114781085,0.271585542480381,0.129721808123375,0.213983043150545,0.404960326457334,0.328673331555698,0.260912124966144
"2866","CCS",2.8369834151616,1.91905248913218,4.35034698488174,1.89601357438289,2.97591219291753,2.70088249989109,2.46833857296631
